"","01T6","02T6","06T6","08T6","15T6","16T6","21T6","25T6","28T6","29T6","35T6","43T6","48T6","51T6","55T6","59T6","60T6","61T6","63T6","67T6","75T6","76T6"
"dbE|jgi|Anasp1|275873|gm1.2139_g",14.8506642985723,14.2487786963535,14.3138621835412,14.9649260221147,14.6773866662292,14.9343535167144,14.9664660668561,14.5021125863089,15.1073770211974,14.5823100049142,14.7061866798774,15.1217688884838,14.3103054608416,14.7984041604398,14.4110113493109,14.0991081446256,14.966812105794,14.6183144732632,14.882854931,14.6293288339551,14.6618446157638,14.868426581921
"dbE|jgi|Anasp1|291223|estExt_Genemark1.C_490012",15.6221042297595,16.0520608168588,14.8844435642473,15.4744333598773,17.3845530127006,15.6471333632487,15.3808726622541,16.8293836182961,15.7888369623642,17.2753946994061,16.3683158033749,15.3298028665484,16.0206841444236,15.3222079231325,15.3603938446046,16.3115350208681,16.3826373842424,15.0818119924879,15.8758495118803,16.2546160450281,15.2744492227431,15.3261320419231
"dbE|jgi|Anasp1|291844|estExt_Genemark1.C_680013",14.0418355255727,13.5817712131259,13.639199570855,13.8998959890692,14.0170920701013,13.8428256731383,15.2207153414106,13.9588716604369,15.7336593868488,14.3354167788651,13.0753076715148,16.0380687402291,13.8385714694521,13.8034698752117,13.7266611472458,13.7039895656775,14.8342797468972,14.3257998518691,13.6131272010572,13.7246620354163,13.8648135163793,13.8013892765928
"dbE|jgi|Anasp1|293451|estExt_Genemark1.C_1270002",15.6162783447681,15.8813547835693,15.6320021438695,15.667558850408,15.1092466786095,15.4361586762874,15.2390146021775,14.9580772871996,15.6562114307314,16.3750164723104,15.854551653138,15.4740052784659,15.8354844830924,15.4642403856451,15.2593831455275,15.2784115395925,15.8633702320227,14.1337264206797,15.7027399138677,15.602043384531,15.9874518834459,15.5840604073192
"dbE|jgi|Anasp1|297504|estExt_Genemark1.C_4280001",18.1759848262517,17.8892797638936,17.6214295755,17.0355386161279,18.193199091133,17.2055199544489,16.4546303508932,17.6779226033442,17.7565526948542,18.6149638529547,18.0777130538803,16.946257590589,17.1441353186668,16.0489211563765,17.1190089469879,18.2785040532762,16.5870297899978,17.1271920409049,18.340747393746,17.618939795092,17.3525687402613,14.1442338691927
"dbE|jgi|Anasp1|324180|fgenesh2_kg.3_#_33_#_Locus30v1rpkm5597.20",16.0520600572947,16.8963979863283,16.6413154844899,16.4691404304095,16.7658767241958,14.6313065303273,15.0922507571409,15.6810964000984,15.0719763670219,16.9697148865226,15.9873456145369,15.3706242937688,15.2273563113232,16.1362264001699,15.7819311946081,16.0386298678431,15.1013859711973,15.1638431172414,15.6191364898946,14.9452240700921,15.2215161310794,15.8011362456709
"dbE|jgi|Anasp1|324251|fgenesh2_kg.4_#_40_#_Locus80v1rpkm3724.50",14.456886151843,14.5281068441309,14.363606146557,13.8192909320563,14.8962031789022,14.3412266125473,15.7749891772064,13.731815825828,15.7959606442737,14.9843871878068,14.4480729718649,15.7110103932495,14.3766584743665,14.500392373476,14.0525306925035,14.3649218585411,15.9394836737612,14.5604284690484,14.1427498207831,14.1319744311837,13.8652786202632,14.2918598649724
"dbE|jgi|Anasp1|324732|fgenesh2_kg.15_#_21_#_Locus63v1rpkm4221.10",14.4077954056219,15.2443326862961,15.54049684614,15.1235337853283,15.5789224609114,15.0352762759991,14.6490142532783,15.066420543851,14.5404345838406,14.5053088749174,15.3865605580497,14.6124022890519,14.9968300829654,14.8626862833689,15.5291863205423,15.6238275326422,14.4574037676455,15.8871204542447,13.7963342375578,14.6588041292418,14.5705265596127,14.4188820644939
"dbE|jgi|Anasp1|324961|fgenesh2_kg.21_#_17_#_Locus8726v1rpkm1.60",15.501502744036,14.9521587786271,15.0755895833175,15.0559695521645,15.1028324421837,15.2921855078647,15.1541512607632,15.0116102144348,15.304614241553,15.7193758419085,14.9507557713938,15.1687199278014,14.9073255419842,15.458446161561,14.7771681195408,15.3704081941041,15.0402072547665,15.3449182424911,14.1384230100542,14.9872244049448,15.2052532432099,15.2565323897337
"dbE|jgi|Anasp1|325805|fgenesh2_kg.47_#_21_#_Locus1870v1rpkm34.18",14.3448976729622,15.4145255552928,15.0017825138163,14.6703160376708,14.7088783078458,14.5687354104963,14.7289724123508,14.7101484595349,14.6123072736706,14.7216772953839,14.5923281668927,14.738301813681,15.1054928914399,14.4922033116872,14.5082013533059,14.7539705273357,14.3205848043453,14.5892651132753,14.6511198828954,14.6769471605615,14.8479158373451,14.5619639777247
"dbE|jgi|Anasp1|326327|fgenesh2_kg.70_#_18_#_Locus760v1rpkm130.38",15.0150033566516,14.902562481592,14.5229905912033,15.3529310366001,15.3474198680596,13.1548353206026,15.2475068574693,14.9392962973466,15.3337123396632,15.3094946689538,15.145136592156,15.0040202657555,14.7962934410894,15.1356298364219,14.8424640135307,15.4851075791074,15.0254478479645,14.2111952833671,15.5836501420951,14.7777759614224,13.1073244893042,14.8170018962387
"dbE|jgi|Anasp1|326481|fgenesh2_kg.77_#_13_#_Locus7169v1rpkm2.62",15.7318581905108,16.4820476640383,16.4121582187268,16.5954543901038,15.8301050838079,15.8000741375505,14.9707629103828,16.127481811132,15.1440635202187,16.2838246829567,16.9775803378036,15.1150466481031,16.6215278524376,16.5334062173489,16.3723646285095,16.3582709027718,15.024181067047,15.8637711499693,16.5863408828535,16.4826399144654,16.4261482608599,15.9495128147274
"dbE|jgi|Anasp1|326851|fgenesh2_kg.95_#_9_#_Locus282v1rpkm598.55",18.2263546945907,19.6932847227225,19.3556708347494,19.6936021101046,20.0367832518108,18.8218390952299,18.5801078414401,19.677832848386,19.0189859611079,19.9630424000863,19.5391499901409,18.9020726486413,19.0351221143241,19.7914766124563,19.2850777382194,19.6773360011955,18.7257656169142,18.9736218566839,19.982168368543,19.2345250854092,19.395912752171,19.3171486322867
"dbE|jgi|Anasp1|327228|fgenesh2_kg.114_#_7_#_Locus69v1rpkm4069.84",14.6868396801019,15.3694415344582,15.1047096005711,13.8216376853125,16.0603886118321,14.6424379926974,15.7951834353505,14.4013677477081,15.8524124274944,15.2811510054887,14.8522668549633,15.6342626497783,14.9937502446008,14.8334873522177,13.1593960221985,15.5063292738879,15.9300796822588,13.2298159945929,13.1587966661984,13.0212557033066,14.4809218178066,14.7438188432822
"dbE|jgi|Anasp1|327363|fgenesh2_kg.122_#_13_#_Locus107v1rpkm2789.33",15.4902082226048,15.5009023313715,15.7620155240672,15.3206297263239,15.7212795243858,15.5655152658148,14.8580858063032,16.1332680751522,14.8147913878374,16.4516714849457,16.2975275702892,14.8486645798109,15.5359754206995,14.8278391007436,15.6109129957719,15.4536023263942,14.6864858303036,14.820512248924,15.4793584805708,15.2281512465953,15.3023987036116,15.0710104617594
"dbE|jgi|Anasp1|327981|fgenesh2_kg.164_#_18_#_Locus52v1rpkm4720.57",16.1524906815531,15.5503819344992,15.2730561164417,15.6316671085037,14.4064610465735,15.1350274985657,15.695291666268,15.417141035425,15.635905131723,16.356669177219,15.7519804429591,15.1553709574942,15.3977657255827,15.8819298027143,15.651272558548,15.5618217938055,14.5621894772144,15.2899731360492,16.0028270119335,15.6823373297995,15.7346579179465,14.8564772739459
"dbE|jgi|Anasp1|328194|fgenesh2_kg.181_#_4_#_Locus244v1rpkm746.29",14.2662673620973,14.8313182320028,14.674229880527,14.4887095799783,14.5077419353565,14.3474188478877,14.7674692688532,14.5872995030524,14.5681792641814,14.2142344329258,13.9463405895777,14.9069528174811,14.7352722881158,14.5285572204229,14.4353678079957,14.908198013017,14.7561545059441,14.9641536350602,15.2299557429889,14.5388534949646,14.459981813935,14.3691912907459
"dbE|jgi|Anasp1|330424|fgenesh2_kg.474_#_6_#_Locus142v1rpkm1834.25",17.7094295420344,16.7102863015143,16.3292611469298,16.5696763588172,15.7779522298002,14.6679567761917,16.2347013355102,17.0958066449398,17.1314955161663,18.3210957552877,17.3177924144161,16.2701087945864,16.2033715137538,16.5840509833619,16.6346958097831,15.642886963757,15.8327100421452,15.9356375693967,17.6507091353058,16.9592202906927,16.8109012948504,15.6901539424435
"dbE|jgi|Caecom1|101001|CE101000_79",17.0044797031054,15.7604574043739,15.5184151503576,15.0804619305754,15.0085655995909,15.5065077498497,16.2879296328015,15.0696912966489,15.0968530817909,16.201011436716,15.7358720936172,15.5340828967457,15.1584070002431,15.9142741179189,16.2805822250475,15.7830047571945,14.9809608754432,15.6362722248449,16.2779728898809,15.772899736859,16.2605798445606,15.1535602021789
"dbE|jgi|Caecom1|420922|estExt_Genewise1.C_2400011",17.6991789398853,16.9937712848554,16.7905198861636,17.2465843046824,17.968656560639,13.6962228720306,17.4199664109505,12.6840479837406,18.8418522433495,13.4430707639399,13.3448631905622,17.691375917136,16.7806775628108,17.7682416239648,13.2757619051771,18.5279806084719,17.8562180393966,18.1241302858473,18.4757485369849,12.6760286138499,16.9787861355703,17.2817376644098
"dbE|jgi|Caecom1|451691|fgenesh1_kg.98_#_41_#_TRINITY_DN13302_c0_g1_i1",14.9960337603608,14.6691778434836,14.8862658041446,15.2692766755109,15.5293395008271,14.7969901238418,14.7056204627219,14.5747387169511,14.4993465013765,15.4464019161452,14.8082982318367,14.8052246754007,14.6917869152438,15.0062871238767,15.1263867638924,15.2311233198913,14.6714121061202,15.935322930312,15.4731828766858,14.678626596276,15.1312060372198,14.8376059012968
"dbE|jgi|Caecom1|452468|fgenesh1_kg.112_#_22_#_TRINITY_DN3445_c0_g1_i3",14.228138816929,13.6845744161837,13.2805361067755,12.8166289074494,14.4491922636921,13.8135423587653,16.240134852353,13.728898065699,16.1164792846382,13.9427588210766,13.6296593605715,15.8658847044565,13.6765624207898,13.6755337435976,13.4627324451252,13.3214169003697,16.0886534850863,14.8335299146496,13.4820800280846,13.5751644427266,12.8989816973755,13.8392259853681
"dbE|jgi|Caecom1|453440|fgenesh1_kg.129_#_34_#_TRINITY_DN8018_c15_g1_i1",14.4221790534998,14.7034307662416,13.6008472872945,14.1804863462299,15.3248500066529,14.1652623593861,15.7627386631493,14.1144826945214,15.6085549517826,14.994589114345,13.9832390207213,15.2345499389677,14.6818839008485,14.4325328734223,13.652810958692,14.1601851203242,15.2197882170853,14.8477728787795,14.2104096917759,14.3446949554949,13.6965535093502,13.514180573903
"dbE|jgi|Caecom1|455779|fgenesh1_kg.177_#_10_#_TRINITY_DN16678_c0_g1_i1",15.3064494971429,15.1306883090071,15.54512156488,15.6032215970844,15.790477453378,15.315043298055,14.7837104819967,15.2152962687126,14.9240110045511,15.3617997319244,15.3752357892176,14.8522195110852,15.1120255608899,14.8137375752696,15.8339314380921,14.671461782273,14.8486180042333,14.9986991623108,15.3143155431469,14.5557156791638,15.5343223771053,15.4057305752571
"dbE|jgi|Caecom1|459338|fgenesh1_kg.269_#_22_#_TRINITY_DN7958_c11_g1_i4",14.4747222372322,14.2372931977242,14.183379866615,14.058357299436,14.869500537926,14.195886638982,13.9853418372565,14.0497278601873,14.5724429898183,14.0929277892854,13.7757330111998,15.130587183233,14.2367794476678,14.3174347001561,14.0786000484489,14.4173179703256,14.5556655708485,15.0448934661902,13.8902966746675,14.3277791441903,14.0949228469737,14.1006592796015
"dbE|jgi|Caecom1|491436|fgenesh1_pg.98_#_5",15.0222827020595,16.0828484332334,16.1139807115745,15.8767612494473,15.405505711094,15.0356645745101,14.8129962447268,16.1672492302365,14.747651980698,15.8225915783323,15.9441366191229,14.8692415227858,16.2441106676938,15.1407099945928,16.2677770837937,15.8378172296969,14.7711952416178,15.0525896233068,15.7136018993124,16.0216721941696,16.0216117035275,15.1708920826206
"dbE|jgi|Caecom1|517631|fgenesh1_pm.384_#_2",15.1346573405125,14.1171885787154,14.0369116630678,13.9781356882383,15.995701280679,14.6770433189245,16.0980633476482,13.8859395488226,15.781365031615,14.5118273565642,14.0694742549417,16.0686783163518,14.1156098992965,14.7939241976302,12.9833578668509,14.1842960910207,15.6442418493938,15.349505095504,14.2867923046699,14.3526459137956,13.8735577327549,14.6310766620302
"dbE|jgi|Caecom1|518077|fgenesh1_pm.1211_#_1",14.2601768969791,12.8813430630462,14.2991701298151,14.4272340708966,14.0475985194042,14.1180707876907,14.9574575567086,14.3595786755022,14.7179396537498,14.5936994857958,14.5560036458781,15.0616590440133,13.3454713932411,14.1405995732102,14.409636004344,14.1400288091903,14.3443431025727,13.2735903847522,13.7398377267231,14.2091996991327,14.140097789724,14.4725682225474
"dbE|jgi|Caecom1|519623|estExt_fgenesh1_pm.C_1490002",14.8982210106063,14.2797691034746,14.6666518028464,14.8252468773876,15.8643956137907,14.0843299375324,14.7108151803253,14.5047507740774,14.5126817171441,14.7587413480058,14.2566182533624,14.7251084760787,14.4910750448846,14.6209477398298,14.7539709282683,14.5495557140469,14.6781473722637,15.6788808449341,14.3410659702194,14.30328118755,14.7811858420629,14.8180067156153
"dbE|jgi|Neocon1|891651|fgenesh2_kg.26___297___TRINITY_DN5783_c0_g1_i10",16.4248878017582,15.0111989780913,14.9889442009901,15.2316105322385,15.4464078253201,16.2241546054463,15.3753335902932,15.212702227795,15.3308305561267,14.5180946188983,15.1351516071562,15.2900479240294,15.077909533889,15.8077371992891,15.0014656881053,14.6495335872258,15.1755376576862,14.8648012007337,14.8552877288929,15.1342561536746,14.6805012613602,16.0962084198171
"dbE|jgi|NeoGfMa1|21796|CE21795_6149",15.0780711490503,15.2051971885154,15.0639283440045,15.2125175346836,15.1542880064937,14.6237462032714,14.5986712548034,15.0922160076156,14.3257735035,15.1567457425713,14.2843652036896,14.7726032305225,14.9296346590395,14.9351800587297,15.1969921736966,15.275420975249,14.5189775952077,15.7332044052025,15.2668547574306,15.2310130925203,15.102459527496,14.7452072729039
"dbE|jgi|NeoGfMa1|2720|CE2719_366703",18.5619742280597,18.8616191475658,18.7484937300339,18.635430874522,19.4813680324788,18.0459438805542,17.4827934709803,19.2328527177647,17.1365860034283,19.8326936501152,19.0733611186979,16.7553131986307,17.7434210921721,18.8457077282064,19.3376719978729,19.6781462993969,16.335571138976,18.6864034818028,19.8609823253119,18.4849851409984,18.7840241866765,18.206584319856
"dbE|jgi|NeoGfMa1|303102|e_gw1.6.165.1",14.8285055578815,15.5689419259028,15.429292740777,15.1301821984026,15.3909321547936,14.7919756372507,14.5801779503175,15.6604321282956,14.2919332191947,15.3969134646044,15.5256901379841,14.7054942605511,15.4740812190554,14.9526560543753,15.353344468772,15.6168289450005,14.4443769019974,15.6597323797528,15.4525342175873,15.3144757674992,15.4349815218654,14.7473052667479
"dbE|jgi|NeoGfMa1|314375|e_gw1.16.566.1",14.5293868818488,14.828958467959,14.33939485095,14.1523707021886,14.530758375017,14.2692799628312,14.9208460615319,13.5961705536651,14.8880871560233,14.303201752563,14.3564176647127,15.2102648891251,14.6748658117331,14.6363790310029,14.2749455415199,14.1752903682548,15.025604590451,14.7808896946602,14.5550002408353,14.6219904792043,14.0334698323285,14.3476065402581
"dbE|jgi|NeoGfMa1|316458|e_gw1.19.285.1",13.4811324682024,12.9892986878498,13.0330837946372,13.3673584923977,12.2936165282856,13.4319015116345,15.3102757610368,13.3685760604072,15.0727885501267,13.4423840598225,13.3993893167559,14.8246522879651,13.5013155114839,13.2572323168069,13.5746604125977,12.9447314528547,14.9497210873444,13.5644255563331,13.2682845859835,13.0689535488208,13.197623150572,13.4091757507193
"dbE|jgi|NeoGfMa1|322553|e_gw1.27.892.1",14.2062323468442,13.451589577771,12.6239231370218,15.577850233512,13.7060524615103,13.7084918607802,15.2173242362494,13.8855870582008,14.9790201000252,14.8993698263735,14.282929614599,15.0872134627617,14.4414370866057,15.7463148616715,15.571759482616,15.4321672346896,15.1324860409598,16.0750459102047,14.3171960574888,14.6094479817476,14.0271486216091,15.1466238793085
"dbE|jgi|NeoGfMa1|352896|estExt_Genewise1.C_4_t10350",17.7006682624782,16.332369249523,16.0948821790195,15.8307400942558,16.5852651483354,15.5580921745961,15.735931260224,17.2874969744467,14.7432306970375,17.931437540709,16.8800778824395,15.328973196004,15.2820151826155,16.0128244426531,17.1183482682222,15.1100035453302,15.7094130942048,14.9130130851788,18.021666191081,16.5929293328218,16.3964967554629,16.0845179638215
"dbE|jgi|NeoGfMa1|363608|estExt_Genewise1.C_16_t10438",16.1359219452007,14.7191694834072,15.1482468074847,15.0986265286788,15.3712695608645,16.5474799209728,17.4243422522127,14.8414759952857,15.885537169973,16.0266051140912,15.1367283255638,16.9572737333399,15.0289290831667,15.9697693418574,15.1542032722738,14.8174680314871,15.7879137263756,14.8873624420578,15.0484697753801,14.3028851099317,16.0332135795461,16.4860912382303
"dbE|jgi|NeoGfMa1|416577|estExt_Genewise1Plus.C_610071",17.3134024864071,16.5945319845934,15.1767003009974,17.4809758360314,16.0157192842542,14.6077838834232,15.644449450944,17.3740791177981,15.3560629063371,17.883364194458,17.2265749771265,15.4172589367814,17.3088264380109,16.0657733055679,17.3127953079872,16.7678353247486,15.4412538044311,15.7706492366452,17.5237035751972,16.903433089785,16.7846304391154,15.5665364530476
"dbE|jgi|NeoGfMa1|420807|estExt_Genewise1Plus.C_920045",20.1696593590583,19.0695008845529,18.3536732829109,18.4502721136021,16.6873540795339,18.5839815755023,17.3758645954484,18.5500215138173,17.5107991820065,19.3142738662382,18.8320378896707,16.9398318161018,17.9422658784168,18.7179812833525,18.6041779930994,17.6364076307171,17.6515832587416,17.6378835162359,19.2705980247604,18.3343533833714,19.0362370742009,18.1671031958451
"dbE|jgi|NeoGfMa1|507151|gm4.6144_g",14.8223637152243,14.9949172090379,14.4001960558581,14.9966944016181,15.1195723935268,14.8974362847216,14.9077454387649,14.1482311881557,15.1357303438897,12.7453933066519,14.9109273041373,15.178306785585,15.01414925712,14.9506238319232,14.802321458001,14.6000845068758,15.3100076794669,14.988404233406,14.8891245367323,14.9485831368892,15.424864898302,15.0199438282874
"dbE|jgi|NeoGfMa1|548824|fgenesh1_pm.8_#_81",13.1856716083651,13.3093609935225,12.0555757907771,13.1295497973475,14.1451756668536,13.1983220565788,16.5173407242683,12.9648137666381,16.9054482623043,13.3551102651806,12.6684913589628,16.3211477204751,13.527475087218,13.5868651044336,12.9235303319194,13.1843213497406,16.4244842297884,14.1545145625074,13.7153205044996,13.278407210473,13.3461109012577,12.8572055150337
"dbE|jgi|NeoGfMa1|557431|fgenesh1_pm.52_#_35",15.1122166241043,13.8671316983402,15.8742506920909,15.839174563757,17.1242804722188,13.4091984081219,13.9407629732443,14.0870282605371,13.8523347412203,15.9747653285387,14.2712556209908,14.8096243320031,15.391023372593,15.7567157078997,16.2036861880245,16.8012119883106,13.8272484311334,17.0287340314566,15.9437683949356,15.3992031050568,15.5437282645121,15.3596051590586
"dbE|jgi|NeoGfMa1|564746|estExt_Genemark4.C_6_t20328",15.5735980108805,15.4136924624716,15.3569189122482,15.7524844233666,15.2299751226014,14.5120954059168,14.9326068583195,15.4527891571881,15.1180078524665,16.4394645032183,15.9815949222728,14.9839500107571,15.2158823730552,15.5950241061575,14.93915990928,15.3052278831456,14.8673721267581,14.9693447341269,15.6146165016241,15.2187137068198,15.6261108441067,15.3833450423593
"dbE|jgi|NeoGfMa1|570583|estExt_Genemark4.C_26_t10200",17.7723906340487,16.9476726254959,17.3125338456551,16.5189758133027,17.0882566270313,17.1268882833178,17.1019130725539,17.7664987205783,17.4788686665829,18.6716671772424,18.2166225198385,17.2620124508914,15.0260379146357,14.3131490527389,18.5835316325121,16.4555725736773,15.8563061221567,14.2757034763525,17.6061739462762,16.7915376684108,16.740005728396,15.2864874319441
"dbE|jgi|NeoGfMa1|588619|estExt_fgenesh1_pg.C_340176",13.7328871242157,13.1407102010115,12.4829590219442,11.7167641642032,14.8527828663085,13.7170108615235,15.9700132089645,14.0897331550688,15.7920787816105,13.661474042012,11.980240966075,14.7863741358032,13.1947901343793,13.4745220724736,13.6337616818701,12.3547376334469,14.7837056431464,12.9995657473566,11.5919801739047,13.3062561222175,13.4413363869141,13.4003659427489
"dbE|jgi|NeoGfMa1|589231|estExt_fgenesh1_pg.C_380048",14.8397829338229,15.956051969701,15.1881174910003,15.1107891323863,14.6515529866767,14.4034664229041,14.9030012432334,15.6255790627344,14.95542446507,16.0026887980078,15.4095115039915,15.0017725828699,15.6949903436298,14.8321659366513,15.0817122426449,14.8952602992849,14.9072075514262,14.6593017429305,14.7037618656353,15.618030038421,15.2143167109781,14.8161854274649
"dbE|jgi|NeoGfMa1|602962|estExt_fgenesh1_pm.C_440066",16.8848850270672,17.3984989783996,17.5469274837994,17.0220402252676,15.3800724280856,16.7051838347436,15.6006372838362,17.0811421919276,16.0343824633158,16.8647756133809,17.0567078096537,15.3963613541784,16.6967740628527,15.9747576601273,17.0825678437685,16.8917711912358,15.4748686456194,15.8112553185655,16.9618059285997,16.4647939730373,16.9116761168583,16.0324634137659
"dbE|jgi|NeoGfMa1|623493|MIX17108_13_33",15.6573048754938,15.1702018399211,15.0871824811687,15.2990749435047,15.1105735318407,15.3522215291773,15.4211895783392,14.3182850749686,15.5679518043484,16.3056154681868,15.1691601372304,15.3129854460682,14.9886162970215,15.6060594989436,15.1526533671035,14.9896707931474,15.4337575702232,14.9492910846982,15.226579893083,15.1223313123931,14.7006448043723,15.4055635343666
"dbE|jgi|NeoGfMa1|658090|MIX51705_37_49",16.5576322557775,17.0347853678071,17.0287205617034,17.0166271044324,15.6502785028779,16.7848204936541,17.8634320410665,16.9818740941554,19.8707210020285,16.8562247596374,16.8526566613362,18.0205629657977,17.1700122292628,16.2153845545135,16.8704498967439,17.2200246878639,18.3513047433606,15.9541535788302,16.7913384041993,15.335330808826,16.9913558448012,16.3984176353897
"dbE|jgi|NeoGfMa1|702661|fgenesh2_kg.4___258___TRINITY_DN11625_c7_g1_i1",16.5404177712049,14.8672756324653,14.7762516549456,14.8316344567097,15.391971709896,16.0299300574558,15.4414492195461,14.6031437989182,15.2615299379777,14.6194892160097,14.884578011301,15.6589754399773,14.8984918728154,15.7976633260635,14.4729441214028,14.3810865909783,15.3964420801446,15.1651591485719,14.8973176869717,15.1205671553417,15.0386245315028,15.9979987884943
"dbE|jgi|NeoGfMa1|703187|fgenesh2_kg.4___784___TRINITY_DN11835_c5_g2_i6",15.7637259532483,15.0025223151695,14.0791498611992,15.0078368309148,13.6187372119608,15.5907817105943,15.5685994079045,14.4046978599564,15.4297922344539,16.3348875982173,14.4606435980214,15.5030641243299,14.6854548426986,15.4340439040514,14.7151531454969,14.6828375312901,15.5653724826807,15.2044770018426,14.2381106415026,14.6104500583858,14.6228730138261,15.4603082901582
