"protein","source","animal","timepoint","intensity","tax_domain","tax_kingdom","tax_phylum","tax_class","tax_order","tax_family","tax_genus","tax_species","KEGG_ko","KEGG_Pathway","EC","PFAMs"
"dbB|NP_001012287.1","D","02","T6",75239.39,"Eukaryota","Animalia","Chordata","Mammalia","Artiodactyla","Bovidae","Bos","taurus","ko:K01044,ko:K01049,ko:K01050,ko:K01063,ko:K03927,ko:K07378,ko:K14999,ko:K15743","ko00564,ko00981,ko00983,ko01100,ko04514,ko04725,map00564,map00981,map00983,map01100,map04514,map04725","3.1.1.1,3.1.1.56,3.1.1.59,3.1.1.7,3.1.1.8,3.1.1.84","COesterase"
"dbB|NP_001012287.1","D","06","T6",27115.92,"Eukaryota","Animalia","Chordata","Mammalia","Artiodactyla","Bovidae","Bos","taurus","ko:K01044,ko:K01049,ko:K01050,ko:K01063,ko:K03927,ko:K07378,ko:K14999,ko:K15743","ko00564,ko00981,ko00983,ko01100,ko04514,ko04725,map00564,map00981,map00983,map01100,map04514,map04725","3.1.1.1,3.1.1.56,3.1.1.59,3.1.1.7,3.1.1.8,3.1.1.84","COesterase"
"dbB|NP_001012287.1","D","08","T6",21927.516,"Eukaryota","Animalia","Chordata","Mammalia","Artiodactyla","Bovidae","Bos","taurus","ko:K01044,ko:K01049,ko:K01050,ko:K01063,ko:K03927,ko:K07378,ko:K14999,ko:K15743","ko00564,ko00981,ko00983,ko01100,ko04514,ko04725,map00564,map00981,map00983,map01100,map04514,map04725","3.1.1.1,3.1.1.56,3.1.1.59,3.1.1.7,3.1.1.8,3.1.1.84","COesterase"
"dbB|NP_001012287.1","D","15","T6",80397.42,"Eukaryota","Animalia","Chordata","Mammalia","Artiodactyla","Bovidae","Bos","taurus","ko:K01044,ko:K01049,ko:K01050,ko:K01063,ko:K03927,ko:K07378,ko:K14999,ko:K15743","ko00564,ko00981,ko00983,ko01100,ko04514,ko04725,map00564,map00981,map00983,map01100,map04514,map04725","3.1.1.1,3.1.1.56,3.1.1.59,3.1.1.7,3.1.1.8,3.1.1.84","COesterase"
"dbB|NP_001012287.1","D","25","T6",62365.125,"Eukaryota","Animalia","Chordata","Mammalia","Artiodactyla","Bovidae","Bos","taurus","ko:K01044,ko:K01049,ko:K01050,ko:K01063,ko:K03927,ko:K07378,ko:K14999,ko:K15743","ko00564,ko00981,ko00983,ko01100,ko04514,ko04725,map00564,map00981,map00983,map01100,map04514,map04725","3.1.1.1,3.1.1.56,3.1.1.59,3.1.1.7,3.1.1.8,3.1.1.84","COesterase"
"dbB|NP_001012287.1","D","29","T6",40318.086,"Eukaryota","Animalia","Chordata","Mammalia","Artiodactyla","Bovidae","Bos","taurus","ko:K01044,ko:K01049,ko:K01050,ko:K01063,ko:K03927,ko:K07378,ko:K14999,ko:K15743","ko00564,ko00981,ko00983,ko01100,ko04514,ko04725,map00564,map00981,map00983,map01100,map04514,map04725","3.1.1.1,3.1.1.56,3.1.1.59,3.1.1.7,3.1.1.8,3.1.1.84","COesterase"
"dbB|NP_001012287.1","D","35","T6",84232.66,"Eukaryota","Animalia","Chordata","Mammalia","Artiodactyla","Bovidae","Bos","taurus","ko:K01044,ko:K01049,ko:K01050,ko:K01063,ko:K03927,ko:K07378,ko:K14999,ko:K15743","ko00564,ko00981,ko00983,ko01100,ko04514,ko04725,map00564,map00981,map00983,map01100,map04514,map04725","3.1.1.1,3.1.1.56,3.1.1.59,3.1.1.7,3.1.1.8,3.1.1.84","COesterase"
"dbB|NP_001012287.1","D","48","T6",27841.158,"Eukaryota","Animalia","Chordata","Mammalia","Artiodactyla","Bovidae","Bos","taurus","ko:K01044,ko:K01049,ko:K01050,ko:K01063,ko:K03927,ko:K07378,ko:K14999,ko:K15743","ko00564,ko00981,ko00983,ko01100,ko04514,ko04725,map00564,map00981,map00983,map01100,map04514,map04725","3.1.1.1,3.1.1.56,3.1.1.59,3.1.1.7,3.1.1.8,3.1.1.84","COesterase"
"dbB|NP_001012287.1","D","51","T6",38508.703,"Eukaryota","Animalia","Chordata","Mammalia","Artiodactyla","Bovidae","Bos","taurus","ko:K01044,ko:K01049,ko:K01050,ko:K01063,ko:K03927,ko:K07378,ko:K14999,ko:K15743","ko00564,ko00981,ko00983,ko01100,ko04514,ko04725,map00564,map00981,map00983,map01100,map04514,map04725","3.1.1.1,3.1.1.56,3.1.1.59,3.1.1.7,3.1.1.8,3.1.1.84","COesterase"
"dbB|NP_001012287.1","D","55","T6",12938.169,"Eukaryota","Animalia","Chordata","Mammalia","Artiodactyla","Bovidae","Bos","taurus","ko:K01044,ko:K01049,ko:K01050,ko:K01063,ko:K03927,ko:K07378,ko:K14999,ko:K15743","ko00564,ko00981,ko00983,ko01100,ko04514,ko04725,map00564,map00981,map00983,map01100,map04514,map04725","3.1.1.1,3.1.1.56,3.1.1.59,3.1.1.7,3.1.1.8,3.1.1.84","COesterase"
"dbB|NP_001012287.1","D","59","T6",61380.887,"Eukaryota","Animalia","Chordata","Mammalia","Artiodactyla","Bovidae","Bos","taurus","ko:K01044,ko:K01049,ko:K01050,ko:K01063,ko:K03927,ko:K07378,ko:K14999,ko:K15743","ko00564,ko00981,ko00983,ko01100,ko04514,ko04725,map00564,map00981,map00983,map01100,map04514,map04725","3.1.1.1,3.1.1.56,3.1.1.59,3.1.1.7,3.1.1.8,3.1.1.84","COesterase"
