"protein","source","animal","timepoint","intensity","tax_domain","tax_kingdom","tax_phylum","tax_class","tax_order","tax_family","tax_genus","tax_species","KEGG_ko","KEGG_Pathway","EC","PFAMs"
"dbE|jgi|Anasp1|185073|gw1.804.3.1","D","76","T6",28967.055,"Eukaryota","Fungi","Neocallimastigomycota","Neocallimastigomycetes","Neocallimastigales","Neocallimastigaceae","Anaeromyces","robustus","ko:K02155","ko00190,ko01100,ko04142,ko04145,ko04721,ko04966,ko05110,ko05120,ko05152,ko05323,map00190,map01100,map04142,map04145,map04721,map04966,map05110,map05120,map05152,map05323",NA,"ATP-synt_C"
"dbE|jgi|Anasp1|198217|e_gw1.12.59.1","D","29","T6",8855.777,"Eukaryota","Fungi","Neocallimastigomycota","Neocallimastigomycetes","Neocallimastigales","Neocallimastigaceae","Anaeromyces","robustus","ko:K09493",NA,NA,"Cpn60_TCP1"
"dbE|jgi|Anasp1|198412|e_gw1.14.107.1","D","01","T6",58683.426,"Eukaryota","Fungi","Neocallimastigomycota","Neocallimastigomycetes","Neocallimastigales","Neocallimastigaceae","Anaeromyces","robustus","ko:K09496",NA,NA,"Cpn60_TCP1"
"dbE|jgi|Anasp1|198412|e_gw1.14.107.1","D","02","T6",75617.09,"Eukaryota","Fungi","Neocallimastigomycota","Neocallimastigomycetes","Neocallimastigales","Neocallimastigaceae","Anaeromyces","robustus","ko:K09496",NA,NA,"Cpn60_TCP1"
"dbE|jgi|Anasp1|198412|e_gw1.14.107.1","D","06","T6",194173.5,"Eukaryota","Fungi","Neocallimastigomycota","Neocallimastigomycetes","Neocallimastigales","Neocallimastigaceae","Anaeromyces","robustus","ko:K09496",NA,NA,"Cpn60_TCP1"
"dbE|jgi|Anasp1|198412|e_gw1.14.107.1","D","08","T6",169139.55,"Eukaryota","Fungi","Neocallimastigomycota","Neocallimastigomycetes","Neocallimastigales","Neocallimastigaceae","Anaeromyces","robustus","ko:K09496",NA,NA,"Cpn60_TCP1"
"dbE|jgi|Anasp1|198412|e_gw1.14.107.1","D","15","T6",63171.793,"Eukaryota","Fungi","Neocallimastigomycota","Neocallimastigomycetes","Neocallimastigales","Neocallimastigaceae","Anaeromyces","robustus","ko:K09496",NA,NA,"Cpn60_TCP1"
"dbE|jgi|Anasp1|198412|e_gw1.14.107.1","D","16","T6",148037.6,"Eukaryota","Fungi","Neocallimastigomycota","Neocallimastigomycetes","Neocallimastigales","Neocallimastigaceae","Anaeromyces","robustus","ko:K09496",NA,NA,"Cpn60_TCP1"
"dbE|jgi|Anasp1|198412|e_gw1.14.107.1","D","25","T6",66336.484,"Eukaryota","Fungi","Neocallimastigomycota","Neocallimastigomycetes","Neocallimastigales","Neocallimastigaceae","Anaeromyces","robustus","ko:K09496",NA,NA,"Cpn60_TCP1"
"dbE|jgi|Anasp1|198412|e_gw1.14.107.1","D","29","T6",133588.95,"Eukaryota","Fungi","Neocallimastigomycota","Neocallimastigomycetes","Neocallimastigales","Neocallimastigaceae","Anaeromyces","robustus","ko:K09496",NA,NA,"Cpn60_TCP1"
"dbE|jgi|Anasp1|198412|e_gw1.14.107.1","D","35","T6",51878.504,"Eukaryota","Fungi","Neocallimastigomycota","Neocallimastigomycetes","Neocallimastigales","Neocallimastigaceae","Anaeromyces","robustus","ko:K09496",NA,NA,"Cpn60_TCP1"
"dbE|jgi|Anasp1|198412|e_gw1.14.107.1","D","48","T6",45987.645,"Eukaryota","Fungi","Neocallimastigomycota","Neocallimastigomycetes","Neocallimastigales","Neocallimastigaceae","Anaeromyces","robustus","ko:K09496",NA,NA,"Cpn60_TCP1"
"dbE|jgi|Anasp1|198412|e_gw1.14.107.1","D","55","T6",189112.94,"Eukaryota","Fungi","Neocallimastigomycota","Neocallimastigomycetes","Neocallimastigales","Neocallimastigaceae","Anaeromyces","robustus","ko:K09496",NA,NA,"Cpn60_TCP1"
"dbE|jgi|Anasp1|198412|e_gw1.14.107.1","D","59","T6",126029.2,"Eukaryota","Fungi","Neocallimastigomycota","Neocallimastigomycetes","Neocallimastigales","Neocallimastigaceae","Anaeromyces","robustus","ko:K09496",NA,NA,"Cpn60_TCP1"
"dbE|jgi|Anasp1|198412|e_gw1.14.107.1","D","61","T6",50936.36,"Eukaryota","Fungi","Neocallimastigomycota","Neocallimastigomycetes","Neocallimastigales","Neocallimastigaceae","Anaeromyces","robustus","ko:K09496",NA,NA,"Cpn60_TCP1"
"dbE|jgi|Anasp1|198412|e_gw1.14.107.1","D","63","T6",107806.31,"Eukaryota","Fungi","Neocallimastigomycota","Neocallimastigomycetes","Neocallimastigales","Neocallimastigaceae","Anaeromyces","robustus","ko:K09496",NA,NA,"Cpn60_TCP1"
"dbE|jgi|Anasp1|198412|e_gw1.14.107.1","D","67","T6",76450.06,"Eukaryota","Fungi","Neocallimastigomycota","Neocallimastigomycetes","Neocallimastigales","Neocallimastigaceae","Anaeromyces","robustus","ko:K09496",NA,NA,"Cpn60_TCP1"
"dbE|jgi|Anasp1|198412|e_gw1.14.107.1","D","75","T6",105464.984,"Eukaryota","Fungi","Neocallimastigomycota","Neocallimastigomycetes","Neocallimastigales","Neocallimastigaceae","Anaeromyces","robustus","ko:K09496",NA,NA,"Cpn60_TCP1"
"dbE|jgi|Anasp1|198412|e_gw1.14.107.1","D","76","T6",68476.89,"Eukaryota","Fungi","Neocallimastigomycota","Neocallimastigomycetes","Neocallimastigales","Neocallimastigaceae","Anaeromyces","robustus","ko:K09496",NA,NA,"Cpn60_TCP1"
"dbE|jgi|Anasp1|210626|e_gw1.373.15.1","D","25","T6",20413.303,"Eukaryota","Fungi","Neocallimastigomycota","Neocallimastigomycetes","Neocallimastigales","Neocallimastigaceae","Anaeromyces","robustus",NA,NA,NA,"GSIII_N,Gln-synt_C"
"dbE|jgi|Anasp1|210626|e_gw1.373.15.1","D","29","T6",30569.05,"Eukaryota","Fungi","Neocallimastigomycota","Neocallimastigomycetes","Neocallimastigales","Neocallimastigaceae","Anaeromyces","robustus",NA,NA,NA,"GSIII_N,Gln-synt_C"
"dbE|jgi|Anasp1|215766|estExt_Genewise1.C_150012","D","02","T6",66327.086,"Eukaryota","Fungi","Neocallimastigomycota","Neocallimastigomycetes","Neocallimastigales","Neocallimastigaceae","Anaeromyces","robustus","ko:K03064","ko03050,ko05169,map03050,map05169",NA,"AAA"
"dbE|jgi|Anasp1|215766|estExt_Genewise1.C_150012","D","06","T6",65669.445,"Eukaryota","Fungi","Neocallimastigomycota","Neocallimastigomycetes","Neocallimastigales","Neocallimastigaceae","Anaeromyces","robustus","ko:K03064","ko03050,ko05169,map03050,map05169",NA,"AAA"
"dbE|jgi|Anasp1|215766|estExt_Genewise1.C_150012","D","25","T6",70563.14,"Eukaryota","Fungi","Neocallimastigomycota","Neocallimastigomycetes","Neocallimastigales","Neocallimastigaceae","Anaeromyces","robustus","ko:K03064","ko03050,ko05169,map03050,map05169",NA,"AAA"
"dbE|jgi|Anasp1|215766|estExt_Genewise1.C_150012","D","35","T6",107374.93,"Eukaryota","Fungi","Neocallimastigomycota","Neocallimastigomycetes","Neocallimastigales","Neocallimastigaceae","Anaeromyces","robustus","ko:K03064","ko03050,ko05169,map03050,map05169",NA,"AAA"
"dbE|jgi|Anasp1|215766|estExt_Genewise1.C_150012","D","48","T6",134859.61,"Eukaryota","Fungi","Neocallimastigomycota","Neocallimastigomycetes","Neocallimastigales","Neocallimastigaceae","Anaeromyces","robustus","ko:K03064","ko03050,ko05169,map03050,map05169",NA,"AAA"
"dbE|jgi|Anasp1|215766|estExt_Genewise1.C_150012","D","55","T6",101543.46,"Eukaryota","Fungi","Neocallimastigomycota","Neocallimastigomycetes","Neocallimastigales","Neocallimastigaceae","Anaeromyces","robustus","ko:K03064","ko03050,ko05169,map03050,map05169",NA,"AAA"
"dbE|jgi|Anasp1|219493|estExt_Genewise1.C_990004","D","01","T6",73843.125,"Eukaryota","Fungi","Neocallimastigomycota","Neocallimastigomycetes","Neocallimastigales","Neocallimastigaceae","Anaeromyces","robustus","ko:K13025","ko03013,ko03015,ko03040,map03013,map03015,map03040","3.6.4.13","DEAD,Helicase_C"
"dbE|jgi|Anasp1|219493|estExt_Genewise1.C_990004","D","02","T6",117169.76,"Eukaryota","Fungi","Neocallimastigomycota","Neocallimastigomycetes","Neocallimastigales","Neocallimastigaceae","Anaeromyces","robustus","ko:K13025","ko03013,ko03015,ko03040,map03013,map03015,map03040","3.6.4.13","DEAD,Helicase_C"
"dbE|jgi|Anasp1|219493|estExt_Genewise1.C_990004","D","06","T6",68382.28,"Eukaryota","Fungi","Neocallimastigomycota","Neocallimastigomycetes","Neocallimastigales","Neocallimastigaceae","Anaeromyces","robustus","ko:K13025","ko03013,ko03015,ko03040,map03013,map03015,map03040","3.6.4.13","DEAD,Helicase_C"
"dbE|jgi|Anasp1|219493|estExt_Genewise1.C_990004","D","08","T6",40699.004,"Eukaryota","Fungi","Neocallimastigomycota","Neocallimastigomycetes","Neocallimastigales","Neocallimastigaceae","Anaeromyces","robustus","ko:K13025","ko03013,ko03015,ko03040,map03013,map03015,map03040","3.6.4.13","DEAD,Helicase_C"
"dbE|jgi|Anasp1|219493|estExt_Genewise1.C_990004","D","15","T6",274940.97,"Eukaryota","Fungi","Neocallimastigomycota","Neocallimastigomycetes","Neocallimastigales","Neocallimastigaceae","Anaeromyces","robustus","ko:K13025","ko03013,ko03015,ko03040,map03013,map03015,map03040","3.6.4.13","DEAD,Helicase_C"
"dbE|jgi|Anasp1|219493|estExt_Genewise1.C_990004","D","16","T6",56166.188,"Eukaryota","Fungi","Neocallimastigomycota","Neocallimastigomycetes","Neocallimastigales","Neocallimastigaceae","Anaeromyces","robustus","ko:K13025","ko03013,ko03015,ko03040,map03013,map03015,map03040","3.6.4.13","DEAD,Helicase_C"
"dbE|jgi|Anasp1|219493|estExt_Genewise1.C_990004","D","25","T6",78321.58,"Eukaryota","Fungi","Neocallimastigomycota","Neocallimastigomycetes","Neocallimastigales","Neocallimastigaceae","Anaeromyces","robustus","ko:K13025","ko03013,ko03015,ko03040,map03013,map03015,map03040","3.6.4.13","DEAD,Helicase_C"
"dbE|jgi|Anasp1|219493|estExt_Genewise1.C_990004","D","29","T6",63454.62,"Eukaryota","Fungi","Neocallimastigomycota","Neocallimastigomycetes","Neocallimastigales","Neocallimastigaceae","Anaeromyces","robustus","ko:K13025","ko03013,ko03015,ko03040,map03013,map03015,map03040","3.6.4.13","DEAD,Helicase_C"
"dbE|jgi|Anasp1|219493|estExt_Genewise1.C_990004","D","35","T6",102718.445,"Eukaryota","Fungi","Neocallimastigomycota","Neocallimastigomycetes","Neocallimastigales","Neocallimastigaceae","Anaeromyces","robustus","ko:K13025","ko03013,ko03015,ko03040,map03013,map03015,map03040","3.6.4.13","DEAD,Helicase_C"
"dbE|jgi|Anasp1|219493|estExt_Genewise1.C_990004","D","55","T6",80999.375,"Eukaryota","Fungi","Neocallimastigomycota","Neocallimastigomycetes","Neocallimastigales","Neocallimastigaceae","Anaeromyces","robustus","ko:K13025","ko03013,ko03015,ko03040,map03013,map03015,map03040","3.6.4.13","DEAD,Helicase_C"
"dbE|jgi|Anasp1|219493|estExt_Genewise1.C_990004","D","59","T6",101880.28,"Eukaryota","Fungi","Neocallimastigomycota","Neocallimastigomycetes","Neocallimastigales","Neocallimastigaceae","Anaeromyces","robustus","ko:K13025","ko03013,ko03015,ko03040,map03013,map03015,map03040","3.6.4.13","DEAD,Helicase_C"
"dbE|jgi|Anasp1|219493|estExt_Genewise1.C_990004","D","61","T6",71396.55,"Eukaryota","Fungi","Neocallimastigomycota","Neocallimastigomycetes","Neocallimastigales","Neocallimastigaceae","Anaeromyces","robustus","ko:K13025","ko03013,ko03015,ko03040,map03013,map03015,map03040","3.6.4.13","DEAD,Helicase_C"
"dbE|jgi|Anasp1|219493|estExt_Genewise1.C_990004","D","63","T6",70687.55,"Eukaryota","Fungi","Neocallimastigomycota","Neocallimastigomycetes","Neocallimastigales","Neocallimastigaceae","Anaeromyces","robustus","ko:K13025","ko03013,ko03015,ko03040,map03013,map03015,map03040","3.6.4.13","DEAD,Helicase_C"
"dbE|jgi|Anasp1|219493|estExt_Genewise1.C_990004","D","75","T6",50332.137,"Eukaryota","Fungi","Neocallimastigomycota","Neocallimastigomycetes","Neocallimastigales","Neocallimastigaceae","Anaeromyces","robustus","ko:K13025","ko03013,ko03015,ko03040,map03013,map03015,map03040","3.6.4.13","DEAD,Helicase_C"
"dbE|jgi|Anasp1|220405|estExt_Genewise1.C_1240015","D","15","T6",41212.234,"Eukaryota","Fungi","Neocallimastigomycota","Neocallimastigomycetes","Neocallimastigales","Neocallimastigaceae","Anaeromyces","robustus","ko:K03028","ko03050,ko05169,map03050,map05169",NA,"PC_rep"
"dbE|jgi|Anasp1|223357|estExt_Genewise1.C_2450001","D","29","T6",39710.863,"Eukaryota","Fungi","Neocallimastigomycota","Neocallimastigomycetes","Neocallimastigales","Neocallimastigaceae","Anaeromyces","robustus","ko:K02880","ko03010,map03010",NA,"Ribosomal_L22"
"dbE|jgi|Anasp1|223357|estExt_Genewise1.C_2450001","D","35","T6",18868.348,"Eukaryota","Fungi","Neocallimastigomycota","Neocallimastigomycetes","Neocallimastigales","Neocallimastigaceae","Anaeromyces","robustus","ko:K02880","ko03010,map03010",NA,"Ribosomal_L22"
"dbE|jgi|Anasp1|223357|estExt_Genewise1.C_2450001","D","55","T6",20527.852,"Eukaryota","Fungi","Neocallimastigomycota","Neocallimastigomycetes","Neocallimastigales","Neocallimastigaceae","Anaeromyces","robustus","ko:K02880","ko03010,map03010",NA,"Ribosomal_L22"
"dbE|jgi|Anasp1|223357|estExt_Genewise1.C_2450001","D","67","T6",25495.26,"Eukaryota","Fungi","Neocallimastigomycota","Neocallimastigomycetes","Neocallimastigales","Neocallimastigaceae","Anaeromyces","robustus","ko:K02880","ko03010,map03010",NA,"Ribosomal_L22"
"dbE|jgi|Anasp1|227040|estExt_Genewise1.C_6430011","D","01","T6",28905.988,"Eukaryota","Fungi","Neocallimastigomycota","Neocallimastigomycetes","Neocallimastigales","Neocallimastigaceae","Anaeromyces","robustus","ko:K02960","ko03010,map03010",NA,"Ribosomal_S9"
"dbE|jgi|Anasp1|227040|estExt_Genewise1.C_6430011","D","29","T6",26824.545,"Eukaryota","Fungi","Neocallimastigomycota","Neocallimastigomycetes","Neocallimastigales","Neocallimastigaceae","Anaeromyces","robustus","ko:K02960","ko03010,map03010",NA,"Ribosomal_S9"
"dbE|jgi|Anasp1|227040|estExt_Genewise1.C_6430011","D","63","T6",16320.344,"Eukaryota","Fungi","Neocallimastigomycota","Neocallimastigomycetes","Neocallimastigales","Neocallimastigaceae","Anaeromyces","robustus","ko:K02960","ko03010,map03010",NA,"Ribosomal_S9"
"dbE|jgi|Anasp1|228193|estExt_Genewise1Plus.C_110013","D","01","T6",83173.67,"Eukaryota","Fungi","Neocallimastigomycota","Neocallimastigomycetes","Neocallimastigales","Neocallimastigaceae","Anaeromyces","robustus","ko:K11252","ko05034,ko05203,ko05322,map05034,map05203,map05322",NA,"Histone"
"dbE|jgi|Anasp1|228193|estExt_Genewise1Plus.C_110013","D","02","T6",37979.46,"Eukaryota","Fungi","Neocallimastigomycota","Neocallimastigomycetes","Neocallimastigales","Neocallimastigaceae","Anaeromyces","robustus","ko:K11252","ko05034,ko05203,ko05322,map05034,map05203,map05322",NA,"Histone"
"dbE|jgi|Anasp1|228193|estExt_Genewise1Plus.C_110013","D","06","T6",36411.49,"Eukaryota","Fungi","Neocallimastigomycota","Neocallimastigomycetes","Neocallimastigales","Neocallimastigaceae","Anaeromyces","robustus","ko:K11252","ko05034,ko05203,ko05322,map05034,map05203,map05322",NA,"Histone"
"dbE|jgi|Anasp1|228193|estExt_Genewise1Plus.C_110013","D","15","T6",59497.7,"Eukaryota","Fungi","Neocallimastigomycota","Neocallimastigomycetes","Neocallimastigales","Neocallimastigaceae","Anaeromyces","robustus","ko:K11252","ko05034,ko05203,ko05322,map05034,map05203,map05322",NA,"Histone"
"dbE|jgi|Anasp1|228193|estExt_Genewise1Plus.C_110013","D","16","T6",44648.785,"Eukaryota","Fungi","Neocallimastigomycota","Neocallimastigomycetes","Neocallimastigales","Neocallimastigaceae","Anaeromyces","robustus","ko:K11252","ko05034,ko05203,ko05322,map05034,map05203,map05322",NA,"Histone"
"dbE|jgi|Anasp1|228193|estExt_Genewise1Plus.C_110013","D","21","T6",129840.984,"Eukaryota","Fungi","Neocallimastigomycota","Neocallimastigomycetes","Neocallimastigales","Neocallimastigaceae","Anaeromyces","robustus","ko:K11252","ko05034,ko05203,ko05322,map05034,map05203,map05322",NA,"Histone"
"dbE|jgi|Anasp1|228193|estExt_Genewise1Plus.C_110013","D","25","T6",27820.676,"Eukaryota","Fungi","Neocallimastigomycota","Neocallimastigomycetes","Neocallimastigales","Neocallimastigaceae","Anaeromyces","robustus","ko:K11252","ko05034,ko05203,ko05322,map05034,map05203,map05322",NA,"Histone"
"dbE|jgi|Anasp1|228193|estExt_Genewise1Plus.C_110013","D","28","T6",78099.82,"Eukaryota","Fungi","Neocallimastigomycota","Neocallimastigomycetes","Neocallimastigales","Neocallimastigaceae","Anaeromyces","robustus","ko:K11252","ko05034,ko05203,ko05322,map05034,map05203,map05322",NA,"Histone"
"dbE|jgi|Anasp1|228193|estExt_Genewise1Plus.C_110013","D","29","T6",24575.873,"Eukaryota","Fungi","Neocallimastigomycota","Neocallimastigomycetes","Neocallimastigales","Neocallimastigaceae","Anaeromyces","robustus","ko:K11252","ko05034,ko05203,ko05322,map05034,map05203,map05322",NA,"Histone"
"dbE|jgi|Anasp1|228193|estExt_Genewise1Plus.C_110013","D","35","T6",35483.227,"Eukaryota","Fungi","Neocallimastigomycota","Neocallimastigomycetes","Neocallimastigales","Neocallimastigaceae","Anaeromyces","robustus","ko:K11252","ko05034,ko05203,ko05322,map05034,map05203,map05322",NA,"Histone"
"dbE|jgi|Anasp1|228193|estExt_Genewise1Plus.C_110013","D","43","T6",166148.5,"Eukaryota","Fungi","Neocallimastigomycota","Neocallimastigomycetes","Neocallimastigales","Neocallimastigaceae","Anaeromyces","robustus","ko:K11252","ko05034,ko05203,ko05322,map05034,map05203,map05322",NA,"Histone"
"dbE|jgi|Anasp1|228193|estExt_Genewise1Plus.C_110013","D","48","T6",38545.184,"Eukaryota","Fungi","Neocallimastigomycota","Neocallimastigomycetes","Neocallimastigales","Neocallimastigaceae","Anaeromyces","robustus","ko:K11252","ko05034,ko05203,ko05322,map05034,map05203,map05322",NA,"Histone"
"dbE|jgi|Anasp1|228193|estExt_Genewise1Plus.C_110013","D","51","T6",36087.2,"Eukaryota","Fungi","Neocallimastigomycota","Neocallimastigomycetes","Neocallimastigales","Neocallimastigaceae","Anaeromyces","robustus","ko:K11252","ko05034,ko05203,ko05322,map05034,map05203,map05322",NA,"Histone"
"dbE|jgi|Anasp1|228193|estExt_Genewise1Plus.C_110013","D","55","T6",55876.06,"Eukaryota","Fungi","Neocallimastigomycota","Neocallimastigomycetes","Neocallimastigales","Neocallimastigaceae","Anaeromyces","robustus","ko:K11252","ko05034,ko05203,ko05322,map05034,map05203,map05322",NA,"Histone"
"dbE|jgi|Anasp1|228193|estExt_Genewise1Plus.C_110013","D","59","T6",32870.664,"Eukaryota","Fungi","Neocallimastigomycota","Neocallimastigomycetes","Neocallimastigales","Neocallimastigaceae","Anaeromyces","robustus","ko:K11252","ko05034,ko05203,ko05322,map05034,map05203,map05322",NA,"Histone"
"dbE|jgi|Anasp1|228193|estExt_Genewise1Plus.C_110013","D","60","T6",71983.11,"Eukaryota","Fungi","Neocallimastigomycota","Neocallimastigomycetes","Neocallimastigales","Neocallimastigaceae","Anaeromyces","robustus","ko:K11252","ko05034,ko05203,ko05322,map05034,map05203,map05322",NA,"Histone"
"dbE|jgi|Anasp1|228193|estExt_Genewise1Plus.C_110013","D","61","T6",22671.822,"Eukaryota","Fungi","Neocallimastigomycota","Neocallimastigomycetes","Neocallimastigales","Neocallimastigaceae","Anaeromyces","robustus","ko:K11252","ko05034,ko05203,ko05322,map05034,map05203,map05322",NA,"Histone"
"dbE|jgi|Anasp1|228193|estExt_Genewise1Plus.C_110013","D","63","T6",33689.86,"Eukaryota","Fungi","Neocallimastigomycota","Neocallimastigomycetes","Neocallimastigales","Neocallimastigaceae","Anaeromyces","robustus","ko:K11252","ko05034,ko05203,ko05322,map05034,map05203,map05322",NA,"Histone"
"dbE|jgi|Anasp1|228193|estExt_Genewise1Plus.C_110013","D","67","T6",36748.754,"Eukaryota","Fungi","Neocallimastigomycota","Neocallimastigomycetes","Neocallimastigales","Neocallimastigaceae","Anaeromyces","robustus","ko:K11252","ko05034,ko05203,ko05322,map05034,map05203,map05322",NA,"Histone"
"dbE|jgi|Anasp1|228193|estExt_Genewise1Plus.C_110013","D","75","T6",57094.242,"Eukaryota","Fungi","Neocallimastigomycota","Neocallimastigomycetes","Neocallimastigales","Neocallimastigaceae","Anaeromyces","robustus","ko:K11252","ko05034,ko05203,ko05322,map05034,map05203,map05322",NA,"Histone"
"dbE|jgi|Anasp1|228193|estExt_Genewise1Plus.C_110013","D","76","T6",66492.664,"Eukaryota","Fungi","Neocallimastigomycota","Neocallimastigomycetes","Neocallimastigales","Neocallimastigaceae","Anaeromyces","robustus","ko:K11252","ko05034,ko05203,ko05322,map05034,map05203,map05322",NA,"Histone"
"dbE|jgi|Anasp1|228580|estExt_Genewise1Plus.C_160068","D","01","T6",8574.712,"Eukaryota","Fungi","Neocallimastigomycota","Neocallimastigomycetes","Neocallimastigales","Neocallimastigaceae","Anaeromyces","robustus","ko:K09866,ko:K09884","ko04962,ko04976,map04962,map04976",NA,"MIP"
"dbE|jgi|Anasp1|228580|estExt_Genewise1Plus.C_160068","D","29","T6",5233.321,"Eukaryota","Fungi","Neocallimastigomycota","Neocallimastigomycetes","Neocallimastigales","Neocallimastigaceae","Anaeromyces","robustus","ko:K09866,ko:K09884","ko04962,ko04976,map04962,map04976",NA,"MIP"
"dbE|jgi|Anasp1|228648|estExt_Genewise1Plus.C_170043","D","15","T6",95573.55,"Eukaryota","Fungi","Neocallimastigomycota","Neocallimastigomycetes","Neocallimastigales","Neocallimastigaceae","Anaeromyces","robustus","ko:K02987","ko03010,map03010",NA,"40S_S4_C,KOW,RS4NT,Ribosomal_S4e,S4"
"dbE|jgi|Anasp1|230452|estExt_Genewise1Plus.C_520044","D","01","T6",58129.58,"Eukaryota","Fungi","Neocallimastigomycota","Neocallimastigomycetes","Neocallimastigales","Neocallimastigaceae","Anaeromyces","robustus","ko:K02932","ko03010,map03010",NA,"Ribosomal_L18_c,Ribosomal_L5e"
"dbE|jgi|Anasp1|232357|estExt_Genewise1Plus.C_1080001","D","01","T6",22082.416,"Eukaryota","Fungi","Neocallimastigomycota","Neocallimastigomycetes","Neocallimastigales","Neocallimastigaceae","Anaeromyces","robustus","ko:K01689","ko00010,ko00680,ko01100,ko01110,ko01120,ko01130,ko01200,ko01230,ko03018,ko04066,map00010,map00680,map01100,map01110,map01120,map01130,map01200,map01230,map03018,map04066","4.2.1.11","Enolase_C,Enolase_N"
